first_author,title,journal,pub_date,doi,pmid,pmcid,cites,pub_type,source,added,scopus_eid
Bubier JA,Accelerating discovery for complex neurological and behavioral disorders through systems genetics and integrative genomics in the laboratory mouse.,Neurotherapeutics,2012-04-01,10.1007/s13311-012-0111-3,22422471,PMC3325414,2012_NAR_Schriml,Journal Article|Review,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Burgun A,Accessing and integrating data and knowledge for biomedical research.,Yearb Med Inform,2008-01-01,NA,18660883,PMC2553094,NA,Journal Article|Review,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Korbolina E,Accessing the impact of functional variants on human phenotypes by transcriptome analysis in individuals carrying different rSNP alleles,"Proceedings - 2020 Cognitive Sciences, Genomics and Bioinformatics, CSGB 2020",2020-07-01,10.1109/CSGB51356.2020.9214706,NA,NA,2019_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:41Z,2-s2.0-85094827289
Okhmatovskaia A,Addressing the Challenge of Encoding Causal Epidemiological Knowledge in Formal Ontologies: A Practical Perspective,Studies in Health Technology and Informatics,2014-01-01,10.3233/978-1-61499-432-9-1125,25160364,NA,2012_NAR_Schriml,Book Series|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84929519611
Amar D,"ADEPTUS: a discovery tool for disease prediction, enrichment and network analysis based on profiles from many diseases.",Bioinformatics,2018-06-01,10.1093/bioinformatics/bty027,29360930,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Mechanick JI,Adiposity-based chronic disease as a new diagnostic term: The American association of clinical endocrinologists and American college of endocrinology position statement,Endocrine Practice,2017-03-01,10.4158/EP161688.PS,27967229,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85016331405
Liu LL,Advances in predicting the risk pathogenic genes with random walk<sup>*</sup>,Progress in Biochemistry and Biophysics,2021-01-01,10.16476/j.pibb.2020.0376,NA,NA,2018_DMM_Bello,Journal|Review,scopus,2022-03-17T18:47:46Z,2-s2.0-85118572453
Fujiwara T,"Advances in the development of PubCaseFinder, including the new application programming interface and matching algorithm",Human Mutation,2022-01-01,10.1002/humu.24341,35143083,NA,2019_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:47:41Z,2-s2.0-85125806106
Kann MG,Advances in translational bioinformatics: computational approaches for the hunting of disease genes.,Brief Bioinform,2010-01-01,10.1093/bib/bbp048,20007728,PMC2810112,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Ahmed Z,"Advancing clinical genomics and precision medicine with GVViZ: FAIR bioinformatics platform for variable gene-disease annotation, visualization, and expression analysis.",Hum Genomics,2021-06-26,10.1186/s40246-021-00336-1,34174938,PMC8235866,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Punyala A,Aggregation and analysis of indication-symptom relationships for drugs approved in the USA.,Eur J Clin Pharmacol,2020-09-01,10.1007/s00228-020-02898-w,32495081,PMC7419351,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Rémy Kessler R,AGOHRA: Generation of an ontology in the field of human resources,Revue Traitement Automatique des Langues,2017-01-01,NA,NA,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-85047078777
Faria D,Agreementmakerlight results for OAEI 2014,CEUR Workshop Proceedings,2014-01-01,NA,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84919650035
Panchal R,AISHE-Onto: A Semantic Model for Public Higher Education Universities,ACM International Conference Proceeding Series,2021-06-09,10.1145/3463677.3463750,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85108148310
Marquet G,Aligning biomedical ontologies using lexical methods and the UMLS: the case of disease ontologies.,Stud Health Technol Inform,2006-01-01,NA,17108609,NA,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Zhang D,AllEnricher: a comprehensive gene set function enrichment tool for both model and non-model species.,BMC Bioinformatics,2020-03-17,10.1186/s12859-020-3408-y,32183716,PMC7076970,2018_DMM_Bello,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Liu J,AllerGAtlas 1.0: a human allergy-related genes database.,Database (Oxford),2018-01-01,10.1093/database/bay010,29688358,PMC5824776,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Alliance of Genome Resources Consortium.,Alliance of Genome Resources Portal: unified model organism research platform.,Nucleic Acids Res,2020-01-08,10.1093/nar/gkz813,31552413,PMC6943066,2019_NAR_Schriml,Journal Article,pubmed; scopus,2022-03-17T18:47:32Z,NA
Swindell WR,"ALS blood expression profiling identifies new biomarkers, patient subgroups, and evidence for neutrophilia and hypoxia.",J Transl Med,2019-05-22,10.1186/s12967-019-1909-0,31118040,PMC6530130,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Xu Y,Altered expression of mRNA profiles in blood of early-onset schizophrenia.,Sci Rep,2016-01-06,10.1038/srep16767,26733343,PMC4702094,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Faria D,AML results for OAEI 2015,CEUR Workshop Proceedings,2015-01-01,NA,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-84962859120
Lablans M,An architecture for translational cancer research as exemplified by the German Cancer Consortium,JCO Clinical Cancer Informatics,2018-01-01,10.1200/CCI.17.00062,30652543,NA,2015_NAR_Kibbe,Journal|Review,scopus,2022-03-17T18:47:55Z,2-s2.0-85053320147
Koci O,An automated identification and analysis of ontological terms in gastrointestinal diseases and nutrition-related literature provides useful insights.,PeerJ,2018-07-26,10.7717/peerj.5047,30065857,PMC6064635,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Ibrahim M,An automated method to enrich consumer health vocabularies using GloVe word embeddings and an auxiliary lexical resource.,PeerJ Comput Sci,2021-08-09,10.7717/peerj-cs.668,34458573,PMC8371999,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Su S,An Effective Approach of Measuring Disease Similarities Based on the DNN Regression Model,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2019-01-01,10.1007/978-3-030-26969-2_19,NA,NA,2015_NAR_Kibbe|2012_NAR_Schriml|2009_BMCG_Osborne,Book Series|Conference Paper,scopus,2022-03-17T18:47:55Z,2-s2.0-85070554813
Su S,An Effective Method to Measure Disease Similarity Using Gene and Phenotype Associations.,Front Genet,2019-05-21,10.3389/fgene.2019.00466,31164903,PMC6536643,2015_NAR_Kibbe|2012_NAR_Schriml|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Forgetta V,An effector index to predict target genes at GWAS loci.,Hum Genet,2022-02-11,10.1007/s00439-022-02434-z,35147782,NA,2019_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Wang Y,An Enhancer-Based Analysis Revealed a New Function of Androgen Receptor in Tumor Cell Immune Evasion.,Front Genet,2020-12-02,10.3389/fgene.2020.595550,33343635,PMC7738566,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Alekhya B,An ensemble approach for healthcare application and diagnosis using natural language processing.,Cogn Neurodyn,2022-01-17,10.1007/s11571-021-09758-y,35069926,PMC8761525,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Zhao M,An evidence-based knowledgebase of metastasis suppressors to identify key pathways relevant to cancer metastasis.,Sci Rep,2015-10-21,10.1038/srep15478,26486520,PMC4614344,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Zhao M,An evidence-based knowledgebase of pulmonary arterial hypertension to identify genes and pathways relevant to pathogenesis.,Mol Biosyst,2014-04-01,10.1039/c3mb70496c,24448676,PMC3950334,2009_BMCG_Osborne|2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Daughton AR,An extensible framework and database of infectious disease for biosurveillance.,BMC Infect Dis,2017-08-07,10.1186/s12879-017-2650-z,28784113,PMC5547458,2015_NAR_Kibbe|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hochheiser H,An information model for computable cancer phenotypes.,BMC Med Inform Decis Mak,2016-09-15,10.1186/s12911-016-0358-4,27629872,PMC5024416,2015_MG_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Vizza P,An Innovative Framework for Bioimage Annotation and Studies,Interdisciplinary Sciences: Computational Life Sciences,2018-09-01,10.1007/s12539-017-0264-1,29094319,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85050531807
Mazza A,An integer programming framework for inferring disease complexes from network data.,Bioinformatics,2016-06-15,10.1093/bioinformatics/btw263,27307626,PMC4908347,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Radivojac P,An integrated approach to inferring gene-disease associations in humans.,Proteins,2008-08-15,10.1002/prot.21989,18300252,PMC2824611,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Shi P,"An Integrated Pharmacokinetic Study of an <i>Acanthopanax senticosus</i> Extract Preparation by Combination of Virtual Screening, Systems Pharmacology, and Multi-Component Pharmacokinetics in Rats.",Front Pharmacol,2020-08-14,10.3389/fphar.2020.01295,32922299,PMC7457137,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Hu Y,An integrative approach to ortholog prediction for disease-focused and other functional studies.,BMC Bioinformatics,2011-08-31,10.1186/1471-2105-12-357,21880147,PMC3179972,2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Glicksberg BS,An integrative pipeline for multi-modal discovery of disease relationships.,Pac Symp Biocomput,2015-01-01,NA,25592600,PMC4345399,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Ali F,An intelligent healthcare monitoring framework using wearable sensors and social networking data,Future Generation Computer Systems,2020-01-01,10.1016/j.future.2020.07.047,NA,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85088916811
Saripalle R,An interoperable UMLS terminology service using FHIR,Future Internet,2020-11-01,10.3390/fi12110199,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-85096653706
Sergouniotis PI,An ontological foundation for ocular phenotypes and rare eye diseases.,Orphanet J Rare Dis,2019-01-09,10.1186/s13023-018-0980-6,30626441,PMC6327432,NA,Letter,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Yamagata Y,An ontological modeling approach for abnormal states and its application in the medical domain.,J Biomed Semantics,2014-05-21,10.1186/2041-1480-5-23,24944781,PMC4062306,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Magumba MA,An ontology for generalized disease incidence detection on twitter,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2017-01-01,10.1007/978-3-319-59650-1_4,NA,NA,2009_BMCG_Osborne,Book Series|Conference Paper,scopus,2022-03-17T18:48:46Z,2-s2.0-85021749318
Yu B,An ontology for medical treatment consent,CEUR Workshop Proceedings,2014-01-01,NA,NA,NA,2009_BMCG_Osborne,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:46Z,2-s2.0-84916940807
Serra LM,An ontology for representing hematologic malignancies: the cancer cell ontology.,BMC Bioinformatics,2019-04-25,10.1186/s12859-019-2722-8,31272372,PMC6509834,2015_DB_Wu,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Reyes-Peña C,An ontology network for Diabetes Mellitus in Mexico.,J Biomed Semantics,2021-10-09,10.1186/s13326-021-00252-2,34625104,PMC8500829,2019_NAR_Schriml|2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Alfaifi Y,An ontology of psychological Barriers to support behaviour change,ACM International Conference Proceeding Series,2018-04-23,10.1145/3194658.3194680,NA,NA,2012_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:48:19Z,2-s2.0-85047227781
Shen Y,An ontology-driven clinical decision support system (IDDAP) for infectious disease diagnosis and antibiotic prescription,Artificial Intelligence in Medicine,2018-03-01,10.1016/j.artmed.2018.01.003,29433958,NA,2012_NAR_Schriml,Journal|Article,scopus; ncbi_col-pubmed,2022-03-17T18:48:19Z,2-s2.0-85041532672
Qin R,An Ontology-Independent Representation Learning for Similar Disease Detection Based on Multi-Layer Similarity Network,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2021-01-01,10.1109/TCBB.2019.2941475,31536013,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85100619876
Bayoudhi L,An Overview of Biomedical Ontologies for Pandemics and Infectious Diseases Representation.,Procedia Comput Sci,2021-01-01,10.1016/j.procs.2021.09.201,34868401,PMC8629358,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Timón-Reina S,An overview of graph databases and their applications in the biomedical domain.,Database (Oxford),2021-05-18,10.1093/database/baab026,34003247,PMC8130509,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Olender T,An overview of synergistic data tools for biological scrutiny,Israel Journal of Chemistry,2013-04-01,10.1002/ijch.201200094,NA,NA,2012_NAR_Schriml,Journal|Review,scopus,2022-03-17T18:48:19Z,2-s2.0-84876234060
Worthey EA,Analysis and Annotation of Whole-Genome or Whole-Exome Sequencing Derived Variants for Clinical Diagnosis,Current Protocols in Human Genetics,2017-10-01,10.1002/cphg.49,29044471,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-85050427845
Worthey EA,Analysis and annotation of whole-genome or whole-exome sequencing-derived variants for clinical diagnosis,Current Protocols in Human Genetics,2013-01-01,10.1002/0471142905.hg0924s79,24510652,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-84896323921
Feranec J,Analysis and expert assessment of the semantic similarity between land cover classes,Progress in Physical Geography,2014-01-01,10.1177/0309133314532001,NA,NA,2012_NAR_Schriml,Journal|Article,scopus,2022-03-17T18:48:19Z,2-s2.0-84902184362
Lee E,Analysis of AML Genes in Dysregulated Molecular Networks.,Summit Transl Bioinform,2009-03-01,NA,21347161,PMC3041561,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Lyman D,Analysis of Biomarker Data Towards Development of a Molecular Biomarker Ontology,CEUR Workshop Proceedings,2021-01-01,NA,NA,NA,2019_NAR_Schriml,Conference Proceeding|Conference Paper,scopus,2022-03-17T18:47:41Z,2-s2.0-85124409134
Liu J,Analysis of microRNA expression profile induced by AICAR in mouse hepatocytes,Gene,2013-01-10,10.1016/j.gene.2012.09.118,23107762,NA,2009_BMCG_Osborne,Journal|Article,scopus,2022-03-17T18:48:46Z,2-s2.0-84870377279
Abad-Navarro F,Analysis of readability and structural accuracy in SNOMED CT.,BMC Med Inform Decis Mak,2020-12-15,10.1186/s12911-020-01291-y,33319711,PMC7737250,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hoehndorf R,"Analysis of the human diseasome using phenotype similarity between common, genetic, and infectious diseases.",Sci Rep,2015-06-08,10.1038/srep10888,26051359,PMC4458913,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Wang B,Analysis of the role of DAMTC in lung adenocarcinoma cells based on the DNA microarrays.,Oncol Lett,2019-06-01,10.3892/ol.2019.10146,31186684,PMC6507315,2009_BIX_Du,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Bucher E,"Annot: a Django-based sample, reagent, and experiment metadata tracking system.",BMC Bioinformatics,2019-11-01,10.1186/s12859-019-3147-0,31675914,PMC6824123,NA,Journal Article,ncbi_col-pubmed,2022-03-17T18:53:49Z,NA
Ju M,Annotating and detecting phenotypic information for chronic obstructive pulmonary disease.,JAMIA Open,2019-04-26,10.1093/jamiaopen/ooz009,31984360,PMC6951876,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Milacic M,Annotating cancer variants and anti-cancer therapeutics in reactome.,Cancers (Basel),2012-11-08,10.3390/cancers4041180,24213504,PMC3712731,2012_NAR_Schriml,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Le DH,Annotating Diseases Using Human Phenotype Ontology Improves Prediction of Disease-Associated Long Non-coding RNAs,Journal of Molecular Biology,2018-07-20,10.1016/j.jmb.2018.05.006,29758261,NA,2015_NAR_Kibbe,Journal|Article,scopus,2022-03-17T18:47:55Z,2-s2.0-85047373306
Li M,Annotating Mutational Effects on Proteins and Protein Interactions: Designing Novel and Revisiting Existing Protocols.,Methods Mol Biol,2017-01-01,10.1007/978-1-4939-6747-6_17,28188534,PMC5388446,2015_NAR_Kibbe,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
Hu Y,Annotating the Function of the Human Genome with Gene Ontology and Disease Ontology.,Biomed Res Int,2016-01-01,10.1155/2016/4130861,27635398,PMC5011202,2015_NAR_Kibbe|2009_BMCG_Osborne,Journal Article,pubmed; scopus; ncbi_col-pubmed,2022-03-17T18:47:32Z,NA
